token_id,formatted_attributes
9853,"Fur:White Noise, Clothes:RKL Tee, Mouth:Regular, Eyes:Regular, Head:RKL Cap Forward, Shooting:60, Defense:63, Vision:38, Finish:50"
4308,"Fur:Brown, Clothes:Dego Tee Blooded, Mouth:Tongue Out, Eyes:Wide, Head Accessory:Blue Shades, Head:Red Bandana, Shooting:40, Defense:27, Vision:49, Finish:37"
2306,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Drool, Eyes:Regular, Head:Horse Jockey Hat, Shooting:49, Defense:95, Vision:49, Finish:44"
7290,"Fur:Red, Clothes:Red Kimono, Mouth:Tongue Out, Eyes:Regular, Shooting:37, Defense:67, Vision:72, Finish:54"
6882,"Fur:Hyper Cat, Clothes:Mamba Jersey, Eyes:Wide, Mouth:Regular, Head:Banana, Shooting:35, Defense:54, Vision:49, Finish:80"
2385,"Fur:Pink, Clothes:Shirt And Tie, Mouth:Regular, Eyes:Bloodshot, Shooting:78, Defense:41, Vision:68, Finish:23"
9055,"Fur:Pink, Clothes:White Tee, Mouth:Kiss, Eyes:Wide, Head:King Band, Shooting:35, Defense:55, Vision:53, Finish:48"
5895,"Fur:Black, Clothes:Hawaii Shirt, Mouth:Drool, Eyes:Wide, Shooting:41, Defense:59, Vision:64, Finish:50"
8099,"Fur:Green, Clothes:Cheetah Dego Tee, Mouth:Shows Teeth, Eyes:Wide, Head:Winter Hat, Shooting:29, Defense:28, Vision:55, Finish:38"
4053,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Drool, Eyes:Wide, Shooting:47, Defense:57, Vision:47, Finish:39"
6996,"Fur:Grey, Clothes:Striped Tee, Mouth:Gold Saber Toothed, Eyes:Angry, Head:Bowler, Shooting:47, Defense:36, Vision:47, Finish:52"
5621,"Fur:Red, Clothes:Biker Jacket, Mouth:Ooh, Eyes:Wide, Head Accessory:Gem Earring, Shooting:59, Defense:43, Vision:43, Finish:27"
3109,"Fur:Grey, Clothes:Hawaii Shirt, Mouth:Regular, Eyes:Regular, Head:Tophat, Shooting:29, Defense:9, Vision:49, Finish:42"
2578,"Fur:Sky Blue, Mouth:Saber Toothed, Eyes:Angry, Shooting:60, Defense:80, Vision:62, Finish:77"
2592,"Fur:Brown, Clothes:Yellow Suit, Mouth:Regular, Eyes:Bloodshot, Head Accessory:Blue Shades, Shooting:38, Defense:23, Vision:54, Finish:63"
8680,"Fur:Brown, Clothes:Striped Tee, Mouth:Scream, Eyes:Regular, Head Accessory:3D Glasses, Shooting:58, Defense:43, Vision:46, Finish:43"
8679,"Fur:Black, Clothes:Yellow Suit, Mouth:Regular, Eyes:Bloodshot, Head:Winter Hat, Shooting:35, Defense:34, Vision:67, Finish:64"
8413,"Fur:Black, Clothes:Dress, Mouth:Gold Scream, Eyes:Angry Wink, Head Accessory:Red Shades, Head:RKL Cap Sideways, Shooting:78, Defense:73, Vision:83, Finish:46"
3297,"Fur:Green, Clothes:Dress, Mouth:Scream, Eyes:Regular, Head:Winter Hat, Shooting:41, Defense:13, Vision:25, Finish:51"
2733,"Fur:Red, Clothes:Cyan Jersey, Mouth:Gold Scream, Eyes:Bloodshot, Shooting:55, Defense:69, Vision:55, Finish:37"
6374,"Fur:Pink, Clothes:Biker Jacket, Mouth:Tongue Out, Eyes:Wide, Shooting:44, Defense:70, Vision:45, Finish:41"
6140,"Fur:Red, Clothes:Trippy Tee, Mouth:Gold Scream, Eyes:Angry Scar, Head Accessory:Blue Shades, Head:Blonde Bun, Shooting:44, Defense:72, Vision:39, Finish:40"
1529,"Fur:Brown, Mouth:Shows Teeth, Eyes:Regular, Head Accessory:Gold Stud, Head:Beanie, Shooting:25, Defense:52, Vision:56, Finish:62"
3005,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Ooh, Eyes:Bloodshot, Head:Tophat, Shooting:38, Defense:46, Vision:4, Finish:32"
6414,"Fur:Black, Clothes:Shaolin Vest, Mouth:Shows Teeth, Eyes:Regular, Shooting:53, Defense:46, Vision:54, Finish:47"
4613,"Fur:Grey, Clothes:Dego Tee Blooded, Mouth:Missing Teeth, Eyes:Closed, Head Accessory:Vibe Glasses, Shooting:40, Defense:34, Vision:65, Finish:67"
4395,"Fur:Grey, Mouth:Regular, Eyes:Angry, Head Accessory:Monocle, Head:RKL Cap Forward, Shooting:70, Defense:73, Vision:28, Finish:62"
8329,"Fur:Grey, Clothes:White Tee, Mouth:Gold Smirk, Eyes:Wide Scar, Head:Ski Glasses, Shooting:41, Defense:51, Vision:63, Finish:34"
1094,"Fur:Pink, Clothes:Biker Jacket, Mouth:Saber Toothed, Eyes:Angry, Head Accessory:3D Glasses, Head:Cap Forward, Shooting:24, Defense:25, Vision:76, Finish:47"
1362,"Fur:Green, Mouth:Regular, Eyes:Closed Scar, Head:King Band, Shooting:52, Defense:57, Vision:50, Finish:45"
1437,"Fur:Grey, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Regular, Shooting:35, Defense:89, Vision:48, Finish:46"
1317,"Fur:Zebra, Clothes:Mamba Jersey, Eyes:Wide, Mouth:Regular, Head:Halo, Jewellery:Gold Chain, Shooting:67, Defense:34, Vision:69, Finish:50"
2914,"Fur:Black, Clothes:Striped Tee, Mouth:Saber Toothed, Eyes:Regular, Head:RKL Cap Sideways, Shooting:57, Defense:40, Vision:27, Finish:35"
878,"Fur:Grey, Mouth:Regular, Eyes:Wide Scar, Shooting:81, Defense:44, Vision:52, Finish:32"
2970,"Fur:Grey, Clothes:Biker Jacket, Mouth:Regular, Eyes:Wide, Shooting:48, Defense:29, Vision:71, Finish:32"
3891,"Fur:Red, Clothes:Tracksuit, Mouth:Regular, Eyes:Angry Scar, Head:Blue Pigtails, Shooting:32, Defense:58, Vision:52, Finish:60"
1294,"Fur:Grey, Mouth:Regular, Eyes:Closed Scar, Head Accessory:Vibe Glasses, Shooting:71, Defense:32, Vision:56, Finish:53"
4280,"Fur:Brown, Clothes:Shirt And Tie, Mouth:Gold Scream, Eyes:Bloodshot, Head Accessory:Gem Earring, Head:Blonde Bun, Shooting:48, Defense:40, Vision:49, Finish:61"
3581,"Fur:Pink, Clothes:White Tee, Mouth:Scream, Eyes:Closed, Head Accessory:Gem Earring, Head:Ski Glasses, Shooting:47, Defense:30, Vision:23, Finish:52"
1400,"Fur:Sky Blue, Mouth:Saber Toothed, Eyes:Sad, Head:Winter Hat, Shooting:71, Defense:47, Vision:33, Finish:42"
6587,"Fur:Sky Blue, Clothes:White Tee, Mouth:Drool, Eyes:Wide, Shooting:60, Defense:91, Vision:48, Finish:57"
6505,"Fur:Grey, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Angry Scar, Shooting:39, Defense:55, Vision:58, Finish:69"
2288,"Fur:White Noise, Clothes:Yellow Suit, Mouth:Regular, Eyes:Bloodshot, Head Accessory:Red Shades, Shooting:81, Defense:47, Vision:17, Finish:72"
1960,"Fur:Brown, Clothes:Shaolin Vest, Mouth:Gold Saber Toothed, Eyes:Angry Wink, Head:Bowler, Shooting:66, Defense:89, Vision:57, Finish:13"
452,"Fur:Green, Clothes:White Tee, Mouth:Full Beard, Eyes:Closed, Head:Cap Forward, Shooting:77, Defense:43, Vision:76, Finish:55"
2907,"Fur:Red, Mouth:Drool, Eyes:Angry, Shooting:55, Defense:38, Vision:14, Finish:51"
1752,"Fur:Pink, Clothes:Red Kimono, Mouth:Ooh, Eyes:Angry, Shooting:66, Defense:36, Vision:20, Finish:43"
4250,"Fur:Pink, Clothes:Fusion Gi, Mouth:Ooh, Eyes:Regular, Head:RKL Cap Sideways, Shooting:36, Defense:33, Vision:34, Finish:51"
8103,"Fur:Green, Mouth:Tongue Out, Eyes:Sad, Head:Russian Cap, Shooting:63, Defense:42, Vision:63, Finish:53"
3931,"Fur:Brown, Clothes:Navy Suit, Mouth:Shows Teeth, Eyes:Regular, Head Accessory:Broken Glasses, Head:Horse Jockey Hat, Shooting:67, Defense:50, Vision:68, Finish:61"
5317,"Fur:Grey, Clothes:White Tee, Mouth:Regular, Eyes:Angry, Head:Bowler, Shooting:53, Defense:57, Vision:62, Finish:58"
7720,"Fur:Brown, Mouth:Full Beard, Eyes:Wide, Head:Bowler, Shooting:42, Defense:43, Vision:61, Finish:52"
6973,"Fur:Pink, Clothes:Tracksuit, Mouth:Drool, Eyes:Angry, Head:Beanie, Shooting:62, Defense:54, Vision:18, Finish:46"
4598,"Fur:Gold, Clothes:King Jersey, Eyes:Red Glow, Mouth:Bubble Gum, Head:Banana, Jewellery:Gold Chain, Shooting:75, Defense:46, Vision:47, Finish:59"
6904,"Fur:Sky Blue, Mouth:Regular, Eyes:Regular, Shooting:74, Defense:45, Vision:71, Finish:40"
3138,"Fur:Grey, Clothes:RKL Tee, Mouth:Shows Teeth, Eyes:Closed, Head:Red Bandana, Shooting:23, Defense:63, Vision:41, Finish:32"
5817,"Fur:Pink, Clothes:Striped Tee, Mouth:Regular, Eyes:Angry, Shooting:46, Defense:67, Vision:71, Finish:40"
1145,"Fur:Sky Blue, Clothes:White Tee, Mouth:Tongue Out, Eyes:Regular, Head:Bowler, Shooting:45, Defense:86, Vision:37, Finish:53"
8073,"Fur:Brown, Clothes:Shirt And Tie, Mouth:Scream, Eyes:Angry, Head Accessory:3D Glasses, Head:Winter Hat, Shooting:58, Defense:64, Vision:73, Finish:53"
5329,"Fur:Grey, Clothes:White Tee, Mouth:Gold Scream, Eyes:Angry, Head:Winter Hat, Shooting:44, Defense:47, Vision:48, Finish:53"
3959,"Fur:Sky Blue, Mouth:Gold Saber Toothed, Eyes:Closed, Head Accessory:Blue Shades, Head:Green Beret, Shooting:49, Defense:38, Vision:72, Finish:51"
9273,"Fur:Pink, Clothes:Hawaii Shirt, Mouth:Gold Smirk, Eyes:Angry Wink, Head Accessory:Exotic Earring, Shooting:45, Defense:45, Vision:17, Finish:23"
5312,"Fur:Sky Blue, Mouth:Regular, Eyes:Regular, Shooting:38, Defense:42, Vision:56, Finish:63"
5372,"Fur:Pink, Clothes:Cheetah Dego Tee, Mouth:Drool, Eyes:Closed Scar, Head Accessory:Exotic Earring, Head:Chopsticks Bun, Shooting:38, Defense:51, Vision:38, Finish:62"
4204,"Fur:Black, Mouth:Gold Smirk, Eyes:Angry Wink, Shooting:49, Defense:66, Vision:41, Finish:21"
1270,"Fur:Brown, Clothes:White Tee, Mouth:Regular, Eyes:Angry Wink, Shooting:57, Defense:47, Vision:40, Finish:45"
1689,"Fur:Grey, Clothes:Cheetah Dego Tee, Mouth:Gold Scream, Eyes:Closed Scar, Head:Red Bandana, Shooting:26, Defense:64, Vision:74, Finish:32"
1563,"Fur:Black, Clothes:Fusion Gi, Mouth:Referee, Eyes:Wide Scar, Shooting:59, Defense:23, Vision:77, Finish:57"
1328,"Fur:Green, Clothes:Trippy Tee, Mouth:Missing Teeth, Eyes:Regular, Head Accessory:Red Shades, Head:Tophat, Shooting:33, Defense:19, Vision:54, Finish:71"
8281,"Fur:Grey, Clothes:Dego Tee Blooded, Mouth:Kiss, Eyes:Angry Wink, Shooting:27, Defense:38, Vision:49, Finish:62"
2357,"Fur:Pink, Clothes:Monk Robe, Mouth:Regular, Eyes:Angry Scar, Head Accessory:Vibe Glasses, Head:King Band, Shooting:48, Defense:44, Vision:53, Finish:62"
9175,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Regular, Eyes:Angry Wink, Head:RKL Cap Forward, Shooting:52, Defense:42, Vision:30, Finish:37"
414,"Fur:Grey, Clothes:Tracksuit, Mouth:Regular, Eyes:Sad, Shooting:45, Defense:30, Vision:43, Finish:74"
5037,"Fur:Black, Clothes:Tracksuit, Mouth:Regular, Eyes:Regular, Head Accessory:Gold Stud, Shooting:81, Defense:52, Vision:59, Finish:58"
6486,"Fur:Pink, Clothes:Biker Jacket, Mouth:Gold Smirk, Eyes:Regular, Head:Bowler, Shooting:68, Defense:74, Vision:34, Finish:47"
8887,"Fur:Sky Blue, Clothes:RKL Tee, Mouth:Regular, Eyes:Sad, Head Accessory:3D Glasses, Shooting:47, Defense:68, Vision:37, Finish:70"
1081,"Fur:Sky Blue, Clothes:Biker Jacket, Mouth:Scream, Eyes:Angry Scar, Head Accessory:3D Glasses, Shooting:63, Defense:59, Vision:26, Finish:31"
279,"Fur:Red, Clothes:Green Kimono, Mouth:Cigar, Eyes:Angry, Head Accessory:Blue Shades, Head:Beanie, Shooting:47, Defense:35, Vision:45, Finish:32"
9049,"Fur:Green, Clothes:Shaolin Vest, Mouth:Missing Teeth, Eyes:Sad, Shooting:43, Defense:61, Vision:66, Finish:71"
9823,"Fur:Grey, Clothes:White Tee, Mouth:Missing Teeth, Eyes:Angry Scar, Shooting:59, Defense:59, Vision:30, Finish:46"
4159,"Fur:Sky Blue, Clothes:Hawaii Shirt, Mouth:Gold Saber Toothed, Eyes:Regular, Head:RKL Cap Forward, Shooting:73, Defense:29, Vision:67, Finish:39"
9366,"Fur:Sky Blue, Clothes:Lab Coat, Mouth:Gold Scream, Eyes:Regular, Head:Tophat, Shooting:23, Defense:37, Vision:41, Finish:44"
192,"Fur:Black, Clothes:Navy Suit, Mouth:Regular, Eyes:Bloodshot, Head:Blonde Bun, Shooting:28, Defense:18, Vision:43, Finish:40"
2692,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Regular, Eyes:Angry, Shooting:44, Defense:38, Vision:74, Finish:58"
9546,"Fur:Sky Blue, Clothes:Biker Jacket, Mouth:Saber Toothed, Eyes:Angry Scar, Shooting:48, Defense:28, Vision:43, Finish:46"
5422,"Fur:Green, Clothes:Shirt And Tie, Mouth:Missing Teeth, Eyes:Wide, Head Accessory:Red Shades, Head:Red Bandana, Shooting:49, Defense:50, Vision:42, Finish:60"
6515,"Fur:White Noise, Clothes:White Tee, Mouth:Gold Saber Toothed, Eyes:Wide Scar, Shooting:59, Defense:75, Vision:54, Finish:48"
5539,"Fur:Green, Clothes:Trippy Tee, Mouth:Gold Scream, Eyes:Regular, Head:Red Bandana, Shooting:66, Defense:46, Vision:52, Finish:55"
6577,"Fur:Brown, Clothes:White Tee, Mouth:Regular, Eyes:Sad, Shooting:65, Defense:66, Vision:41, Finish:43"
2060,"Fur:Brown, Clothes:Striped Tee, Mouth:Gold Scream, Eyes:Angry, Shooting:69, Defense:48, Vision:32, Finish:86"
4256,"Fur:Brown, Clothes:Hawaii Shirt, Mouth:Gold Saber Toothed, Eyes:Wide Scar, Head Accessory:Broken Glasses, Head:Red Bandana, Shooting:50, Defense:24, Vision:37, Finish:48"
6949,"Fur:Brown, Clothes:Biker Jacket, Mouth:Regular, Eyes:Angry Wink, Shooting:16, Defense:55, Vision:29, Finish:71"
7654,"Fur:Red, Clothes:Cheetah Dego Tee, Mouth:Regular, Eyes:Angry, Shooting:49, Defense:41, Vision:68, Finish:22"
2598,"Fur:Black, Clothes:Yellow Suit, Mouth:Gold Scream, Eyes:Sad, Head Accessory:Exotic Earring, Head:Blonde Bun, Shooting:53, Defense:58, Vision:50, Finish:58"
1,"Fur:Brown, Clothes:Red Kimono, Mouth:Regular, Eyes:Angry, Head:Green Beret, Shooting:40, Defense:53, Vision:52, Finish:59"
7534,"Fur:Black, Clothes:White Tee, Mouth:Gold Saber Toothed, Eyes:Angry Wink, Head Accessory:Blue Shades, Head:Bowler, Shooting:36, Defense:30, Vision:40, Finish:53"
4024,"Fur:Grey, Mouth:Full Beard, Eyes:Regular, Head:RKL Cap Sideways, Shooting:13, Defense:29, Vision:73, Finish:55"
1285,"Fur:Red, Mouth:Shows Teeth, Eyes:Regular, Head:Blue Pigtails, Shooting:82, Defense:75, Vision:63, Finish:52"
1253,"Fur:Pink, Clothes:Striped Tee, Mouth:Regular, Eyes:Regular, Head:Beanie, Shooting:46, Defense:56, Vision:38, Finish:89"
1098,"Fur:Grey, Clothes:Striped Tee, Mouth:Ooh, Eyes:Regular, Head:Green Beret, Shooting:38, Defense:44, Vision:42, Finish:55"
2933,"Fur:Red, Mouth:Kiss, Eyes:Wide Scar, Shooting:56, Defense:32, Vision:65, Finish:2"
2944,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Regular, Eyes:Angry, Head:Ski Glasses, Shooting:26, Defense:49, Vision:55, Finish:46"
9041,"Fur:Sky Blue, Clothes:Navy Suit, Mouth:Ooh, Eyes:Wide, Shooting:54, Defense:66, Vision:67, Finish:54"
2495,"Fur:Pink, Clothes:Monk Robe, Mouth:Gold Scream, Eyes:Closed, Head:King Band, Shooting:54, Defense:38, Vision:61, Finish:84"
9555,"Fur:Black, Clothes:Green Kimono, Mouth:Regular, Eyes:Regular, Shooting:69, Defense:60, Vision:59, Finish:23"
5467,"Fur:Black, Clothes:Striped Tee, Mouth:Regular, Eyes:Wide, Head Accessory:Broken Glasses, Head:Beanie, Shooting:43, Defense:62, Vision:60, Finish:34"
6906,"Fur:Brown, Clothes:Tracksuit, Mouth:Gold Saber Toothed, Eyes:Wide, Head Accessory:Red Shades, Shooting:63, Defense:77, Vision:50, Finish:26"
9465,"Fur:Pink, Mouth:Missing Teeth, Eyes:Regular, Head:RKL Cap Forward, Shooting:33, Defense:46, Vision:75, Finish:45"
3128,"Fur:Sky Blue, Clothes:Dress, Mouth:Referee, Eyes:Closed, Shooting:62, Defense:51, Vision:60, Finish:59"
1283,"Fur:Black, Mouth:Tongue Out, Eyes:Closed, Head:Beanie, Shooting:31, Defense:72, Vision:59, Finish:58"
3518,"Fur:Black, Clothes:Striped Tee, Mouth:Saber Toothed, Eyes:Regular, Head Accessory:Gem Earring, Head:Beanie, Shooting:55, Defense:33, Vision:45, Finish:36"
7140,"Fur:Brown, Clothes:Cyan Jersey, Mouth:Regular, Eyes:Closed Scar, Head:Cap Forward, Shooting:51, Defense:53, Vision:65, Finish:78"
4772,"Fur:Sky Blue, Clothes:Cheetah Dego Tee, Mouth:Shows Teeth, Eyes:Angry Scar, Head:RKL Cap Sideways, Shooting:65, Defense:40, Vision:23, Finish:73"
6305,"Fur:Black, Clothes:Cheetah Dego Tee, Mouth:Regular, Eyes:Wide, Head Accessory:Blue Shades, Head:Blonde Bun, Shooting:43, Defense:71, Vision:53, Finish:52"
5563,"Fur:Brown, Mouth:Full Beard, Eyes:Angry Scar, Shooting:46, Defense:63, Vision:51, Finish:57"
1496,"Fur:Brown, Mouth:Gold Saber Toothed, Eyes:Closed, Head:RKL Cap Sideways, Shooting:60, Defense:72, Vision:48, Finish:37"
9902,"Fur:Aurora, Clothes:King Jersey, Eyes:Regular, Mouth:Scream, Head:Crown, Shooting:57, Defense:42, Vision:41, Finish:38"
6984,"Fur:Brown, Clothes:RKL Tee, Mouth:Scream, Eyes:Regular, Head Accessory:Red Shades, Head:Red Bandana, Shooting:31, Defense:57, Vision:47, Finish:39"
54,"Fur:Brown, Clothes:Fusion Gi, Mouth:Regular, Eyes:Bloodshot, Head:Russian Cap, Shooting:40, Defense:54, Vision:61, Finish:47"
881,"Fur:Green, Clothes:Red Kimono, Mouth:Ooh, Eyes:Regular, Shooting:63, Defense:32, Vision:69, Finish:34"
8558,"Fur:White Noise, Clothes:Trippy Tee, Mouth:Tongue Out, Eyes:Sad, Head Accessory:Monocle, Head:Russian Cap, Shooting:41, Defense:36, Vision:45, Finish:56"
6429,"Fur:Sky Blue, Clothes:Cyan Jersey, Mouth:Kiss, Eyes:Wide Scar, Head Accessory:Broken Glasses, Head:Blonde Bun, Shooting:71, Defense:22, Vision:64, Finish:74"
1981,"Fur:Brown, Clothes:Tracksuit, Mouth:Shows Teeth, Eyes:Wide, Head:Red Bandana, Shooting:53, Defense:71, Vision:30, Finish:58"
1964,"Fur:Grey, Clothes:RKL Tee, Mouth:Shows Teeth, Eyes:Angry Wink, Head:Beanie, Shooting:51, Defense:33, Vision:36, Finish:48"
1369,"Fur:Grey, Clothes:Cheetah Dego Tee, Mouth:Gold Smirk, Eyes:Closed, Head:RKL Cap Forward, Shooting:41, Defense:43, Vision:72, Finish:46"
476,"Fur:White Noise, Clothes:Biker Jacket, Mouth:Shows Teeth, Eyes:Closed Scar, Head:Beanie, Shooting:60, Defense:80, Vision:39, Finish:39"
3433,"Fur:Brown, Clothes:Navy Suit, Mouth:Saber Toothed, Eyes:Wide, Shooting:57, Defense:60, Vision:44, Finish:58"
3949,"Fur:Brown, Clothes:Dego Tee Blooded, Mouth:Scream, Eyes:Wide, Shooting:49, Defense:63, Vision:37, Finish:26"
1770,"Fur:Sky Blue, Mouth:Tongue Out, Eyes:Closed Scar, Head Accessory:Broken Glasses, Head:Russian Cap, Shooting:71, Defense:71, Vision:57, Finish:58"
2201,"Fur:Black, Clothes:Tracksuit, Mouth:Scream, Eyes:Regular, Head:Blue Pigtails, Shooting:29, Defense:48, Vision:49, Finish:64"
7157,"Fur:Black, Mouth:Regular, Eyes:Wide Scar, Head:Russian Cap, Shooting:42, Defense:49, Vision:54, Finish:42"
2978,"Fur:Brown, Mouth:Shows Teeth, Eyes:Regular, Head:Blue Pigtails, Shooting:51, Defense:49, Vision:42, Finish:20"
4009,"Fur:White Noise, Clothes:Striped Tee, Mouth:Referee, Eyes:Angry, Head Accessory:Exotic Earring, Head:Bowler, Shooting:52, Defense:48, Vision:40, Finish:50"
3884,"Fur:Black, Clothes:White Tee, Mouth:Saber Toothed, Eyes:Angry, Shooting:70, Defense:56, Vision:49, Finish:69"
7795,"Fur:Pink, Clothes:Hawaii Shirt, Mouth:Regular, Eyes:Sad, Shooting:64, Defense:57, Vision:63, Finish:47"
2309,"Fur:Black, Clothes:Biker Jacket, Mouth:Shows Teeth, Eyes:Wide Scar, Head:RKL Cap Sideways, Shooting:54, Defense:37, Vision:56, Finish:70"
1826,"Fur:Red, Clothes:Cyan Jersey, Mouth:Regular, Eyes:Closed, Head:Purple Bandana, Shooting:37, Defense:60, Vision:10, Finish:66"
3345,"Fur:Grey, Clothes:Red Kimono, Mouth:Tongue Out, Eyes:Angry, Shooting:19, Defense:38, Vision:28, Finish:60"
5200,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Drool, Eyes:Angry Scar, Head:Beanie, Shooting:30, Defense:45, Vision:47, Finish:64"
3073,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Cigar, Eyes:Angry Scar, Head:RKL Cap Sideways, Shooting:49, Defense:61, Vision:40, Finish:64"
5411,"Fur:Brown, Clothes:Shirt And Tie, Mouth:Full Beard, Eyes:Wide, Head:Ski Glasses, Shooting:38, Defense:54, Vision:28, Finish:57"
8327,"Fur:Black, Clothes:Red Kimono, Mouth:Kiss, Eyes:Closed Scar, Head:Blue Pigtails, Shooting:64, Defense:55, Vision:52, Finish:52"
9130,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Shows Teeth, Eyes:Wide, Head Accessory:Exotic Earring, Shooting:47, Defense:51, Vision:76, Finish:52"
8364,"Fur:Green, Clothes:Monk Robe, Mouth:Scream, Eyes:Closed, Head:Russian Cap, Shooting:40, Defense:48, Vision:50, Finish:84"
5223,"Fur:Brown, Clothes:Shaolin Vest, Mouth:Regular, Eyes:Regular, Head Accessory:Red Shades, Head:RKL Cap Forward, Shooting:70, Defense:41, Vision:65, Finish:51"
4889,"Fur:Black, Clothes:Striped Tee, Mouth:Missing Teeth, Eyes:Regular, Head Accessory:Gem Earring, Shooting:81, Defense:29, Vision:51, Finish:50"
2707,"Fur:Sky Blue, Mouth:Referee, Eyes:Regular, Head:Beanie, Shooting:63, Defense:38, Vision:39, Finish:79"
1710,"Fur:Brown, Mouth:Full Beard, Eyes:Regular, Head:Winter Hat, Shooting:36, Defense:22, Vision:52, Finish:37"
748,"Fur:Grey, Clothes:Striped Tee, Mouth:Ooh, Eyes:Angry Wink, Shooting:66, Defense:56, Vision:55, Finish:45"
2342,"Fur:Red, Clothes:Hawaii Shirt, Mouth:Full Beard, Eyes:Regular, Shooting:53, Defense:60, Vision:45, Finish:36"
8441,"Fur:Sky Blue, Clothes:Lab Coat, Mouth:Scream, Eyes:Closed Scar, Head Accessory:Blue Shades, Head:Green Beret, Shooting:53, Defense:57, Vision:50, Finish:63"
9011,"Fur:Brown, Mouth:Ooh, Eyes:Sad, Head:Russian Cap, Shooting:53, Defense:54, Vision:61, Finish:55"
100,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Shows Teeth, Eyes:Angry Wink, Shooting:71, Defense:42, Vision:53, Finish:59"
3800,"Fur:Black, Clothes:Biker Jacket, Mouth:Gold Saber Toothed, Eyes:Wide, Head Accessory:Blue Shades, Shooting:64, Defense:39, Vision:59, Finish:60"
8914,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Kiss, Eyes:Sad, Head:Ski Glasses, Shooting:29, Defense:66, Vision:71, Finish:83"
9506,"Fur:Grey, Clothes:Dress, Mouth:Shows Teeth, Eyes:Wide Scar, Shooting:63, Defense:63, Vision:48, Finish:73"
9336,"Fur:Black, Mouth:Full Beard, Eyes:Regular, Head:Green Beret, Shooting:22, Defense:70, Vision:29, Finish:44"
1651,"Fur:Pink, Clothes:White Tee, Mouth:Ooh, Eyes:Regular, Head:King Band, Shooting:52, Defense:61, Vision:47, Finish:31"
6416,"Fur:Red, Mouth:Gold Scream, Eyes:Closed, Shooting:43, Defense:64, Vision:67, Finish:56"
8651,"Fur:Brown, Clothes:Yellow Suit, Mouth:Saber Toothed, Eyes:Sad, Head Accessory:Blue Shades, Shooting:42, Defense:45, Vision:52, Finish:70"
9910,"Fur:Brown, Clothes:Shaolin Vest, Mouth:Tongue Out, Eyes:Wide, Shooting:56, Defense:23, Vision:39, Finish:48"
4289,"Fur:Brown, Mouth:Missing Teeth, Eyes:Regular, Head:King Band, Shooting:52, Defense:58, Vision:46, Finish:75"
6035,"Fur:White Noise, Mouth:Ooh, Eyes:Sad, Shooting:78, Defense:68, Vision:38, Finish:23"
7599,"Fur:Grey, Clothes:Hawaii Shirt, Mouth:Saber Toothed, Eyes:Bloodshot, Head:Beanie, Shooting:36, Defense:68, Vision:58, Finish:54"
1584,"Fur:Red, Clothes:Tracksuit, Mouth:Regular, Eyes:Regular, Shooting:26, Defense:48, Vision:37, Finish:57"
9000,"Fur:Black, Clothes:Shirt And Tie, Mouth:Missing Teeth, Eyes:Wide, Head Accessory:Vibe Glasses, Head:Cap Forward, Shooting:39, Defense:21, Vision:68, Finish:21"
2753,"Fur:Black, Clothes:Red Kimono, Mouth:Saber Toothed, Eyes:Angry, Head Accessory:Vibe Glasses, Head:Horse Jockey Hat, Shooting:54, Defense:57, Vision:37, Finish:48"
7277,"Fur:Brown, Clothes:Green Kimono, Mouth:Ooh, Eyes:Bloodshot, Head:Ski Glasses, Shooting:79, Defense:66, Vision:41, Finish:63"
3839,"Fur:White Noise, Clothes:Dego Tee Blooded, Mouth:Gold Scream, Eyes:Closed Scar, Head:King Band, Shooting:31, Defense:59, Vision:77, Finish:44"
2382,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Scream, Eyes:Closed, Shooting:65, Defense:50, Vision:58, Finish:63"
2115,"Fur:Red, Clothes:Fusion Gi, Mouth:Scream, Eyes:Bloodshot, Head:Beanie, Shooting:47, Defense:51, Vision:68, Finish:60"
6346,"Fur:Pink, Mouth:Missing Teeth, Eyes:Wide Scar, Head:Chopsticks Bun, Shooting:36, Defense:47, Vision:34, Finish:47"
1721,"Fur:Brown, Clothes:Striped Tee, Mouth:Tongue Out, Eyes:Angry Wink, Head Accessory:Broken Glasses, Head:Purple Bandana, Shooting:64, Defense:47, Vision:48, Finish:61"
9538,"Fur:Sky Blue, Clothes:Shirt And Tie, Mouth:Saber Toothed, Eyes:Angry Wink, Head:RKL Cap Sideways, Shooting:54, Defense:63, Vision:42, Finish:46"
6907,"Fur:Grey, Clothes:Shirt And Tie, Mouth:Regular, Eyes:Angry, Head:Beanie, Shooting:61, Defense:57, Vision:70, Finish:85"
